tradingsymbol,exchange,from,entry_price,close_above_emas,close_below_emas,date,open,high,low,close,volume,ema5,is_ema5_in_uptrend,ema5_uptrend_time_span,is_ema5_in_downtrend,ema5_downtrend_time_span,ema20,is_ema20_in_uptrend,ema20_uptrend_time_span,is_ema20_in_downtrend,ema20_downtrend_time_span,ema50,is_ema50_in_uptrend,ema50_uptrend_time_span,is_ema50_in_downtrend,ema50_downtrend_time_span,ema100,is_ema100_in_uptrend,ema100_uptrend_time_span,is_ema100_in_downtrend,ema100_downtrend_time_span,ema200,is_ema200_in_uptrend,ema200_uptrend_time_span,is_ema200_in_downtrend,ema200_downtrend_time_span,candle_cnt_ema20_above_ema50,candle_cnt_ema20_below_ema50,candle_cnt_close_above_ema50,candle_cnt_close_below_ema50,candle_cnt_ema50_above_ema200,candle_cnt_ema50_below_ema200,signal,quantity,exit_price,to,transaction_type,index,strategy
NIFTY BANK,NSE,2020-05-04 14:00:00,19858.1,False,True,2020-05-04 14:00:00,19936.95,19939.8,19826.8,19858.1,0,19905.68666609245,False,0,True,5,19946.87250133628,False,0,True,14,20126.85952725503,False,0,True,9,20452.851318748428,False,0,True,19,20653.632252639763,False,0,True,18,0,71,0,74,0,47,SELL,-1,19799.85,2020-05-08 09:15:00,BUY,588,s8
NIFTY BANK,NSE,2020-05-08 11:30:00,19869.3,True,False,2020-05-08 11:30:00,19832.8,19875.3,19832.45,19869.3,0,19845.86276880436,True,5,False,0,19824.88806290589,True,10,False,0,19739.53129190461,True,9,False,0,19673.402863763247,True,8,False,0,19706.23625378779,True,8,False,0,28,0,29,0,11,0,BUY,1,19712.4,2020-05-08 12:45:00,SELL,589,s8
NIFTY BANK,NSE,2020-05-08 14:45:00,19450.2,False,True,2020-05-08 14:45:00,19488.2,19490.45,19448.2,19450.2,0,19501.19360257509,False,0,True,9,19603.998342631658,False,0,True,18,19674.12236702864,False,0,True,10,19676.136363072725,False,0,True,12,19700.75106191138,False,0,True,12,0,12,0,15,0,5,SELL,-1,19690.9,2020-05-11 09:35:00,BUY,590,s8
NIFTY BANK,NSE,2020-05-11 10:20:00,19331.3,False,True,2020-05-11 10:20:00,19384.65,19402.85,19316.5,19331.3,0,19428.07055827135,False,0,True,7,19509.81055152285,False,0,True,5,19570.03407728621,False,0,True,5,19610.91562106456,False,0,True,14,19659.286862399065,False,0,True,14,0,34,0,5,0,27,SELL,-1,18978.25,2020-05-12 14:55:00,BUY,591,s8
NIFTY BANK,NSE,2020-05-13 10:30:00,19729.95,True,False,2020-05-13 10:30:00,19753.15,19778.7,19722.05,19729.95,0,19713.5735146658,True,9,False,0,19510.5222767136,True,7,False,0,19145.068587494134,True,12,False,0,18990.79629821946,True,10,False,0,19070.88988476345,True,16,False,0,28,0,32,0,5,0,BUY,1,19209.45,2020-05-14 09:15:00,SELL,592,s8
NIFTY BANK,NSE,2020-05-14 13:35:00,19198.95,False,True,2020-05-14 13:35:00,19211.55,19215.0,19168.8,19198.95,0,19226.221626890605,False,0,True,5,19246.48357003505,False,0,True,5,19281.25403453176,False,0,True,5,19312.62121100703,False,0,True,13,19296.393262373625,False,0,True,13,0,52,0,5,0,17,SELL,-1,17896.65,2020-05-20 14:20:00,BUY,593,s8
NIFTY BANK,NSE,2020-05-22 10:25:00,17474.85,False,True,2020-05-22 10:25:00,17610.35,17645.15,17458.75,17474.85,0,17601.268678404263,False,0,True,5,17705.28500897705,False,0,True,18,17803.423440731527,False,0,True,14,17844.96517612352,False,0,True,12,17879.34114969799,False,0,True,12,0,30,0,5,0,18,SELL,-1,17622.6,2020-05-26 09:15:00,BUY,594,s8
NIFTY BANK,NSE,2020-05-27 12:05:00,17852.0,True,False,2020-05-27 12:05:00,17831.95,17853.3,17819.9,17852.0,0,17840.927674675848,True,5,False,0,17805.518248863114,True,18,False,0,17704.46108846381,True,16,False,0,17624.14005465859,True,16,False,0,17609.668636882856,True,15,False,0,34,0,36,0,18,0,BUY,1,20568.8,2020-06-04 11:35:00,SELL,595,s8
NIFTY BANK,NSE,2020-06-04 14:45:00,20439.6,False,True,2020-06-04 14:45:00,20446.65,20460.3,20419.6,20439.6,0,20454.91976993393,False,0,True,9,20477.5617961548,False,0,True,9,20575.77273521217,False,0,True,14,20685.6523737176,False,0,True,11,20598.238907511583,False,0,True,19,0,68,0,74,0,6,SELL,-1,20665.9,2020-06-05 09:20:00,BUY,596,s8
NIFTY BANK,NSE,2020-06-05 13:15:00,20740.3,True,False,2020-06-05 13:15:00,20729.75,20785.2,20729.75,20740.3,0,20719.898616559607,True,9,False,0,20686.26863596416,True,6,False,0,20642.726646162297,True,6,False,0,20649.487574052248,True,16,False,0,20608.8448891799,True,5,False,0,19,0,20,0,14,0,BUY,1,20999.0,2020-06-08 14:15:00,SELL,597,s8
NIFTY BANK,NSE,2020-06-10 11:55:00,20785.9,False,True,2020-06-10 11:55:00,20826.8,20826.8,20783.9,20785.9,0,20826.57905539692,False,0,True,6,20862.68418817464,False,0,True,8,20912.03331223972,False,0,True,5,21005.40568636565,False,0,True,5,21038.179575753224,False,0,True,14,0,60,0,10,0,40,SELL,-1,21169.25,2020-06-10 15:10:00,BUY,598,s8
NIFTY BANK,NSE,2020-06-11 13:30:00,20646.25,False,True,2020-06-11 13:30:00,20748.45,20751.0,20636.15,20646.25,0,20745.436058970685,False,0,True,5,20817.70286955212,False,0,True,16,20887.018330302108,False,0,True,14,20931.194419837582,False,0,True,14,20972.377936292705,False,0,True,14,0,27,0,6,0,29,SELL,-1,20708.3,2020-06-12 14:45:00,BUY,599,s8
NIFTY BANK,NSE,2020-06-15 10:30:00,19988.45,False,True,2020-06-15 10:30:00,20041.3,20044.75,19973.5,19988.45,0,20049.01530592803,False,0,True,9,20203.305297258416,False,0,True,16,20251.81811342729,False,0,True,15,20302.34453883007,False,0,True,15,20463.572072644947,False,0,True,16,0,5,0,15,0,143,SELL,-1,20594.85,2020-06-16 09:15:00,BUY,600,s8
NIFTY BANK,NSE,2020-06-17 12:20:00,20490.15,True,False,2020-06-17 12:20:00,20522.95,20567.0,20483.5,20490.15,0,20440.413297531988,True,7,False,0,20332.42654952609,True,16,False,0,20266.68491370205,True,12,False,0,20225.25697570385,True,11,False,0,20236.20447149997,True,5,False,0,42,0,8,0,7,0,BUY,1,20212.45,2020-06-17 14:45:00,SELL,601,s8
NIFTY BANK,NSE,2020-06-18 13:00:00,20362.7,True,False,2020-06-18 13:00:00,20402.65,20402.9,20349.2,20362.7,0,20359.328708750232,True,5,False,0,20310.75240635903,True,15,False,0,20282.18700752541,True,14,False,0,20275.64383049116,True,14,False,0,20270.66384953524,True,14,False,0,11,0,14,0,5,0,BUY,1,21833.35,2020-06-24 13:35:00,SELL,602,s8
NIFTY BANK,NSE,2020-06-25 09:30:00,21129.5,False,True,2020-06-25 09:30:00,21040.4,21143.3,21033.3,21129.5,0,21149.5739322492,False,0,True,8,21433.955145014883,False,0,True,13,21702.88424433528,False,0,True,13,21839.435478916694,False,0,True,12,21790.25150408389,False,0,True,7,0,32,0,33,0,5,SELL,-1,21660.35,2020-06-25 14:10:00,BUY,603,s8
NIFTY BANK,NSE,2020-06-26 12:45:00,21370.2,False,True,2020-06-26 12:45:00,21362.25,21389.95,21326.2,21370.2,0,21417.66340926286,False,0,True,5,21478.637024900632,False,0,True,5,21498.92903276497,False,0,True,5,21521.12103207588,False,0,True,5,21571.75090011703,False,0,True,11,0,5,0,5,0,119,SELL,-1,21576.2,2020-06-26 14:20:00,BUY,604,s8
NIFTY BANK,NSE,2020-06-29 09:40:00,21143.0,False,True,2020-06-29 09:40:00,21180.75,21204.0,21139.9,21143.0,0,21207.416770699994,False,0,True,6,21372.659292530258,False,0,True,6,21431.39745996494,False,0,True,6,21468.28911374495,False,0,True,6,21525.44661556076,False,0,True,6,0,5,0,6,0,157,SELL,-1,21397.3,2020-06-29 15:10:00,BUY,605,s8
NIFTY BANK,NSE,2020-06-30 13:30:00,21504.25,True,False,2020-06-30 13:30:00,21468.45,21506.1,21461.15,21504.25,0,21481.87706537151,True,6,False,0,21473.7204604818,True,6,False,0,21458.94054314878,True,6,False,0,21419.133376764792,True,18,False,0,21418.81503995093,True,16,False,0,59,0,6,0,37,0,BUY,1,21413.95,2020-06-30 13:50:00,SELL,606,s8
NIFTY BANK,NSE,2020-07-01 11:25:00,21674.55,True,False,2020-07-01 11:25:00,21557.2,21717.35,21556.95,21674.55,0,21590.800332877174,True,7,False,0,21536.264041948256,True,5,False,0,21487.737127012093,True,5,False,0,21452.293647866147,True,5,False,0,21435.35700239644,True,5,False,0,20,0,25,0,20,0,BUY,1,21833.35,2020-07-03 09:50:00,SELL,607,s8
NIFTY BANK,NSE,2020-07-06 09:40:00,22275.85,True,False,2020-07-06 09:40:00,22296.25,22309.65,22269.5,22275.85,0,22241.47216078909,True,6,False,0,22045.87364669802,True,9,False,0,21971.907677242147,True,6,False,0,21959.25387997861,True,6,False,0,21903.91335830807,True,6,False,0,5,0,6,0,224,0,BUY,1,22067.85,2020-07-07 09:45:00,SELL,608,s8
NIFTY BANK,NSE,2020-07-07 12:45:00,22361.2,True,False,2020-07-07 12:45:00,22324.9,22361.2,22301.1,22361.2,0,22330.86460750893,True,5,False,0,22230.76643561764,True,10,False,0,22195.55559143291,True,8,False,0,22177.756067739545,True,8,False,0,22111.93627057718,True,14,False,0,5,0,8,0,251,0,BUY,1,22539.65,2020-07-08 15:15:00,SELL,609,s8
NIFTY BANK,NSE,2020-07-09 15:25:00,22954.9,True,False,2020-07-09 15:25:00,22926.15,22958.05,22926.15,22954.9,0,22921.76445771348,True,8,False,0,22868.57476084751,True,5,False,0,22838.73511098262,True,5,False,0,22807.46713138765,True,15,False,0,22695.7113669475,True,16,False,0,10,0,10,0,251,0,BUY,1,22679.15,2020-07-10 10:30:00,SELL,610,s8
NIFTY BANK,NSE,2020-07-10 14:10:00,22373.6,False,True,2020-07-10 14:10:00,22387.45,22398.65,22359.2,22373.6,0,22409.559019080047,False,0,True,6,22464.53068047459,False,0,True,20,22544.77648673957,False,0,True,20,22625.94991857551,False,0,True,20,22637.434791458138,False,0,True,5,0,56,0,60,0,24,SELL,-1,21907.05,2020-07-15 11:20:00,BUY,611,s8
NIFTY BANK,NSE,2020-07-15 14:45:00,21356.35,False,True,2020-07-15 14:45:00,21411.75,21411.75,21349.75,21356.35,0,21442.895530198963,False,0,True,5,21610.730552735,False,0,True,10,21672.803294945228,False,0,True,9,21689.796408464867,False,0,True,8,21811.09465135112,False,0,True,16,0,5,0,9,0,251,SELL,-1,21538.0,2020-07-16 14:50:00,BUY,612,s8
NIFTY BANK,NSE,2020-07-17 12:35:00,21695.7,True,False,2020-07-17 12:35:00,21718.35,21723.1,21689.0,21695.7,0,21693.16096206532,True,7,False,0,21670.44986495901,True,7,False,0,21627.48344550337,True,5,False,0,21567.79902022901,True,16,False,0,21590.52670168289,True,9,False,0,55,0,16,0,26,0,BUY,1,21591.25,2020-07-17 13:00:00,SELL,613,s8
NIFTY BANK,NSE,2020-07-17 14:45:00,21844.45,True,False,2020-07-17 14:45:00,21755.8,21859.7,21724.4,21844.45,0,21745.085653658272,True,5,False,0,21683.116084166137,True,9,False,0,21655.24926896652,True,20,False,0,21607.89856706026,False,0,False,0,21607.5848991242,True,15,False,0,81,0,10,0,52,0,BUY,1,22740.8,2020-07-24 09:15:00,SELL,614,s8
NIFTY BANK,NSE,2020-07-27 09:40:00,22230.25,False,True,2020-07-27 09:40:00,22226.15,22245.45,22193.15,22230.25,0,22267.283071121183,False,0,True,6,22463.202172312245,False,0,True,6,22546.222543373493,False,0,True,6,22625.30280606011,False,0,True,18,22669.10907692442,False,0,True,18,0,5,0,6,0,59,SELL,-1,22194.2,2020-07-28 14:30:00,BUY,615,s8
NIFTY BANK,NSE,2020-07-30 13:05:00,21917.9,False,True,2020-07-30 13:05:00,21931.15,21954.45,21890.7,21917.9,0,21969.93502589817,False,0,True,9,22080.443313258176,False,0,True,15,22127.624312042644,False,0,True,11,22137.28851262624,False,0,True,8,22152.604291632066,False,0,True,11,0,7,0,11,0,5,SELL,-1,21508.25,2020-08-04 14:30:00,BUY,616,s8
NIFTY BANK,NSE,2020-08-06 11:45:00,21508.85,False,True,2020-08-06 11:45:00,21524.15,21526.45,21468.1,21508.85,0,21524.81597531155,False,0,True,5,21552.36689177918,False,0,True,14,21574.28595803364,False,0,True,14,21581.49464149772,False,0,True,14,21585.62144256517,False,0,True,14,0,66,0,14,0,8,SELL,-1,21596.5,2020-08-06 12:20:00,BUY,617,s8
NIFTY BANK,NSE,2020-08-06 13:20:00,21916.7,True,False,2020-08-06 13:20:00,21888.65,21916.7,21876.95,21916.7,0,21867.087015876583,True,5,False,0,21735.73855211907,True,14,False,0,21655.82451695054,True,14,False,0,21623.042245957982,True,13,False,0,21606.36954548236,True,13,False,0,10,0,14,0,8,0,BUY,1,21580.5,2020-08-06 14:20:00,SELL,618,s8
NIFTY BANK,NSE,2020-08-07 12:20:00,21713.95,True,False,2020-08-07 12:20:00,21721.0,21743.9,21708.0,21713.95,0,21699.85472720188,True,5,False,0,21646.238100218776,True,14,False,0,21628.685179177803,True,11,False,0,21624.652496052226,True,6,False,0,21616.075603458685,True,11,False,0,5,0,8,0,5,0,BUY,1,21619.4,2020-08-07 13:20:00,SELL,619,s8
NIFTY BANK,NSE,2020-08-07 13:55:00,21666.35,True,False,2020-08-07 13:55:00,21664.75,21683.2,21657.9,21666.35,0,21665.07064972986,True,5,False,0,21658.17384783552,True,5,False,0,21645.14455097088,True,7,False,0,21635.637734020987,True,5,False,0,21623.55001486089,True,10,False,0,24,0,5,0,24,0,BUY,1,22192.0,2020-08-13 14:30:00,SELL,620,s8
NIFTY BANK,NSE,2020-08-14 13:00:00,22174.6,False,True,2020-08-14 13:00:00,22175.25,22179.5,22159.2,22174.6,0,22179.022750688244,False,0,True,7,22185.649208412127,False,0,True,6,22195.347390481707,False,0,True,7,22214.750458966184,False,0,True,20,22198.1754397718,False,0,True,20,0,85,0,7,0,5,SELL,-1,21848.05,2020-08-18 10:25:00,BUY,621,s8
NIFTY BANK,NSE,2020-08-18 14:25:00,22098.65,True,False,2020-08-18 14:25:00,22087.25,22132.2,22075.05,22098.65,0,22075.041143182425,True,9,False,0,21963.74482169062,True,15,False,0,21873.63530300749,True,9,False,0,21819.21178057633,True,8,False,0,21843.48916730309,True,13,False,0,65,0,69,0,5,0,BUY,1,22003.05,2020-08-20 09:15:00,SELL,622,s8
NIFTY BANK,NSE,2020-08-20 14:05:00,21928.75,False,True,2020-08-20 14:05:00,21912.15,21946.2,21904.15,21928.75,0,21940.80296410723,False,0,True,6,21971.14588873002,False,0,True,6,22019.90242966229,False,0,True,5,22071.31356087784,False,0,True,19,22068.364472240864,False,0,True,19,0,59,0,65,0,21,SELL,-1,22196.5,2020-08-21 09:15:00,BUY,623,s8
NIFTY BANK,NSE,2020-08-21 13:25:00,22318.15,True,False,2020-08-21 13:25:00,22297.85,22323.15,22296.25,22318.15,0,22296.71955201465,True,5,False,0,22279.802520265464,True,15,False,0,22244.28040089175,True,11,False,0,22196.53263318364,True,11,False,0,22145.75692058297,True,11,False,0,50,0,51,0,45,0,BUY,1,23983.45,2020-08-31 11:40:00,SELL,624,s8
NIFTY BANK,NSE,2020-09-01 10:20:00,23745.0,False,True,2020-09-01 10:20:00,23752.6,23778.45,23712.3,23745.0,0,23772.777062641555,False,0,True,8,23806.97879590324,False,0,True,7,23870.63071119281,False,0,True,8,23978.10350421733,False,0,True,6,23944.266015773293,False,0,True,8,0,63,0,8,0,25,SELL,-1,23898.3,2020-09-01 12:45:00,BUY,625,s8
NIFTY BANK,NSE,2020-09-01 14:45:00,23640.4,False,True,2020-09-01 14:45:00,23669.45,23722.6,23636.15,23640.4,0,23662.34380143466,False,0,True,8,23759.30778794616,False,0,True,13,23791.83268349505,False,0,True,13,23847.395715549872,False,0,True,13,23874.31574998735,False,0,True,13,0,5,0,8,0,78,SELL,-1,23878.55,2020-09-01 15:10:00,BUY,626,s8
NIFTY BANK,NSE,2020-09-02 09:40:00,23710.05,False,True,2020-09-02 09:40:00,23754.1,23768.85,23685.95,23710.05,0,23737.210341650283,False,0,True,6,23756.058180611435,False,0,True,6,23776.804921263025,False,0,True,6,23825.302584249654,False,0,True,6,23858.979228530054,False,0,True,7,0,19,0,6,0,92,SELL,-1,23856.95,2020-09-02 14:15:00,BUY,627,s8
NIFTY BANK,NSE,2020-09-03 13:50:00,23667.65,False,True,2020-09-03 13:50:00,23687.8,23691.35,23660.0,23667.65,0,23684.75206223501,False,0,True,5,23694.832371111454,False,0,True,5,23709.92084767757,False,0,True,5,23721.551336014847,False,0,True,9,23750.69017555842,False,0,True,14,0,27,0,5,0,217,SELL,-1,22606.8,2020-09-10 10:50:00,BUY,628,s8
NIFTY BANK,NSE,2020-09-10 13:50:00,22272.95,False,True,2020-09-10 13:50:00,22325.8,22327.7,22253.15,22272.95,0,22323.52671622908,False,0,True,6,22425.36638290151,False,0,True,18,22458.023213567827,False,0,True,12,22460.94235264791,False,0,True,11,22567.500125885108,False,0,True,18,0,5,0,12,0,251,SELL,-1,22629.8,2020-09-11 09:15:00,BUY,629,s8
NIFTY BANK,NSE,2020-09-11 10:40:00,22382.05,False,True,2020-09-11 10:40:00,22364.6,22410.85,22363.45,22382.05,0,22383.59824215129,False,0,True,6,22422.07035311137,False,0,True,14,22436.29580197444,False,0,True,14,22444.237364810146,False,0,True,12,22524.251671526865,False,0,True,15,0,5,0,14,0,251,SELL,-1,22478.45,2020-09-11 15:05:00,BUY,630,s8
NIFTY BANK,NSE,2020-09-14 10:50:00,22604.0,True,False,2020-09-14 10:50:00,22601.75,22618.05,22595.05,22604.0,0,22600.578276482072,True,7,False,0,22576.786373453582,True,11,False,0,22503.964530295445,True,8,False,0,22462.08316024291,True,7,False,0,22482.39133572245,True,5,False,0,24,0,28,0,7,0,BUY,1,22497.6,2020-09-14 12:25:00,SELL,631,s8
NIFTY BANK,NSE,2020-09-14 14:25:00,22093.5,False,True,2020-09-14 14:25:00,22108.7,22108.7,22037.2,22093.5,0,22154.384831572293,False,0,True,6,22304.12805074842,False,0,True,12,22408.97151636257,False,0,True,5,22439.344920768384,False,0,True,17,22467.524480161814,False,0,True,17,0,16,0,25,0,9,SELL,-1,22389.45,2020-09-15 14:30:00,BUY,632,s8
NIFTY BANK,NSE,2020-09-16 14:00:00,22469.0,True,False,2020-09-16 14:00:00,22439.45,22469.7,22437.6,22469.0,0,22453.58150966005,True,6,False,0,22405.97395461614,True,16,False,0,22376.64084387733,True,16,False,0,22355.071123573693,True,16,False,0,22358.451476435665,True,16,False,0,12,0,16,0,9,0,BUY,1,22346.65,2020-09-17 09:15:00,SELL,633,s8
NIFTY BANK,NSE,2020-09-18 10:40:00,22320.5,False,True,2020-09-18 10:40:00,22333.55,22337.9,22303.3,22320.5,0,22341.339036957743,False,0,True,8,22365.2572512825,False,0,True,7,22372.842689204004,False,0,True,7,22381.25926262704,False,0,True,8,22383.329069137908,False,0,True,7,0,5,0,7,0,40,SELL,-1,20883.15,2020-09-25 12:50:00,BUY,634,s8
NIFTY BANK,NSE,2020-09-28 10:55:00,21440.8,True,False,2020-09-28 10:55:00,21449.3,21461.05,21429.25,21440.8,0,21400.368715679084,True,5,False,0,21296.90334549101,True,15,False,0,21118.001536917687,True,5,False,0,20974.563484518367,False,0,False,0,20963.980113109043,True,17,False,0,59,0,65,0,17,0,BUY,1,21268.1,2020-09-30 09:15:00,SELL,635,s8
NIFTY BANK,NSE,2020-10-01 10:20:00,21955.25,True,False,2020-10-01 10:20:00,21933.95,21955.95,21931.7,21955.25,0,21941.51933185556,True,5,False,0,21801.29041604268,True,11,False,0,21618.41080715865,True,10,False,0,21508.19693237532,True,10,False,0,21415.203800603915,True,10,False,0,44,0,36,0,235,0,BUY,1,23546.8,2020-10-13 09:15:00,SELL,636,s8
NIFTY BANK,NSE,2020-10-14 09:50:00,23229.4,False,True,2020-10-14 09:50:00,23199.35,23235.1,23194.9,23229.4,0,23234.801765797503,False,0,True,5,23357.46697001859,False,0,True,10,23462.302121188382,False,0,True,10,23542.289582851303,False,0,True,17,23548.901909702523,False,0,True,7,0,122,0,50,0,24,SELL,-1,23577.3,2020-10-14 14:20:00,BUY,637,s8
NIFTY BANK,NSE,2020-10-15 10:05:00,23982.45,True,False,2020-10-15 10:05:00,23999.6,24007.45,23959.6,23982.45,0,23970.97519952676,True,7,False,0,23822.139664143386,True,14,False,0,23629.590762677257,True,10,False,0,23536.43885130221,True,6,False,0,23511.91044672302,True,5,False,0,25,0,28,0,13,0,BUY,1,23608.85,2020-10-15 13:30:00,SELL,638,s8
NIFTY BANK,NSE,2020-10-19 09:50:00,24058.05,True,False,2020-10-19 09:50:00,23985.75,24065.7,23983.8,24058.05,0,23956.818728361694,True,9,False,0,23747.79188757062,True,8,False,0,23611.543143509665,True,9,False,0,23548.6083922914,True,10,False,0,23530.402761270107,True,5,False,0,45,0,9,0,8,0,BUY,1,24296.9,2020-10-21 13:35:00,SELL,639,s8
NIFTY BANK,NSE,2020-10-26 11:55:00,24260.1,False,True,2020-10-26 11:55:00,24256.9,24268.75,24237.2,24260.1,0,24280.112075505625,False,0,True,8,24370.01093572251,False,0,True,11,24422.677617421778,False,0,True,11,24450.711944142902,False,0,True,15,24448.167832542105,False,0,True,11,0,11,0,11,0,5,SELL,-1,24329.5,2020-10-27 10:25:00,BUY,640,s8
NIFTY BANK,NSE,2020-10-27 14:05:00,24615.6,True,False,2020-10-27 14:05:00,24640.65,24641.0,24604.35,24615.6,0,24612.36104554952,True,5,False,0,24561.961070182515,True,10,False,0,24452.233538695888,True,14,False,0,24374.374635171785,True,13,False,0,24357.81944395377,True,5,False,0,49,0,54,0,20,0,BUY,1,24433.65,2020-10-28 10:40:00,SELL,641,s8
NIFTY BANK,NSE,2020-10-28 13:45:00,24163.6,False,True,2020-10-28 13:45:00,24136.0,24171.5,24114.85,24163.6,0,24196.035050334714,False,0,True,5,24285.051905742544,False,0,True,17,24391.142095365147,False,0,True,17,24427.95456774212,False,0,True,17,24418.65572656772,False,0,True,17,0,39,0,17,0,5,SELL,-1,24229.55,2020-10-30 10:00:00,BUY,642,s8
NIFTY BANK,NSE,2020-10-30 11:55:00,23708.55,False,True,2020-10-30 11:55:00,23800.25,23800.25,23676.15,23708.55,0,23786.905144869263,False,0,True,7,23946.352556393373,False,0,True,15,24031.723662137112,False,0,True,14,24089.277632528014,False,0,True,14,24172.72918410536,False,0,True,5,0,9,0,14,0,133,SELL,-1,24169.1,2020-11-02 09:15:00,BUY,643,s8
NIFTY BANK,NSE,2020-11-02 11:25:00,24541.05,True,False,2020-11-02 11:25:00,24560.65,24580.35,24533.0,24541.05,0,24521.23759531384,True,8,False,0,24397.32338042753,True,11,False,0,24217.66924164776,True,5,False,0,24122.964982644007,True,7,False,0,24127.12651379947,True,7,False,0,27,0,39,0,10,0,BUY,1,25159.3,2020-11-04 13:15:00,SELL,644,s8
NIFTY BANK,NSE,2020-11-04 14:45:00,25768.15,True,False,2020-11-04 14:45:00,25713.2,25795.05,25704.75,25768.15,0,25714.56261773054,True,8,False,0,25557.566682524823,True,12,False,0,25502.932416499563,True,11,False,0,25446.53875260648,True,12,False,0,25228.72088112525,True,17,False,0,5,0,8,0,200,0,BUY,1,28257.45,2020-11-12 12:15:00,SELL,645,s8
NIFTY BANK,NSE,2020-11-13 11:45:00,28030.7,False,True,2020-11-13 11:45:00,28037.55,28040.45,28002.15,28030.7,0,28043.314793444115,False,0,True,7,28048.304046509907,False,0,True,5,28094.74598430112,False,0,True,6,28197.224548352668,False,0,True,5,28188.38298943379,False,0,True,11,0,101,0,7,0,28,SELL,-1,28193.15,2020-11-13 13:00:00,BUY,646,s8
NIFTY BANK,NSE,2020-11-14 18:15:00,28716.7,True,False,2020-11-14 18:15:00,28685.7,28750.05,28646.25,28716.7,0,28545.070763003187,True,8,False,0,28431.63640473817,True,5,False,0,28307.615476108,True,13,False,0,28264.162605500114,True,11,False,0,28224.80458149552,True,11,False,0,29,0,33,0,14,0,BUY,1,29255.9,2020-11-19 13:35:00,SELL,647,s8
NIFTY BANK,NSE,2020-11-20 10:40:00,28799.65,False,True,2020-11-20 10:40:00,28833.05,28867.75,28792.35,28799.65,0,28860.63524154336,False,0,True,5,28933.17762185051,False,0,True,10,29061.5649355686,False,0,True,12,29185.59500873033,False,0,True,9,29168.4479703124,False,0,True,19,0,75,0,50,0,20,SELL,-1,29171.35,2020-11-20 13:45:00,BUY,648,s8
NIFTY BANK,NSE,2020-11-23 09:35:00,29385.1,True,False,2020-11-23 09:35:00,29423.15,29464.6,29385.1,29385.1,0,29365.562460487567,True,5,False,0,29275.36688423384,True,15,False,0,29142.14449214363,True,15,False,0,29104.835985203088,True,7,False,0,29103.49409630274,True,6,False,0,26,0,35,0,5,0,BUY,1,29066.45,2020-11-23 09:55:00,SELL,649,s8
NIFTY BANK,NSE,2020-11-23 13:45:00,29269.15,True,False,2020-11-23 13:45:00,29286.6,29297.1,29249.75,29269.15,0,29238.969737876403,True,6,False,0,29159.239930092936,True,16,False,0,29115.663743458048,True,16,False,0,29097.99270937229,True,16,False,0,29096.574086013912,True,16,False,0,13,0,7,0,5,0,BUY,1,29078.55,2020-11-23 14:40:00,SELL,650,s8
NIFTY BANK,NSE,2020-11-24 09:55:00,29470.35,True,False,2020-11-24 09:55:00,29383.75,29475.25,29353.6,29470.35,0,29411.267887704023,True,9,False,0,29289.53468839218,True,9,False,0,29211.84565973101,True,9,False,0,29162.507871764064,True,9,False,0,29132.656281634245,True,5,False,0,8,0,9,0,34,0,BUY,1,29436.5,2020-11-25 13:50:00,SELL,651,s8
NIFTY BANK,NSE,2020-11-26 09:55:00,29079.25,False,True,2020-11-26 09:55:00,29091.6,29140.0,29075.1,29079.25,0,29119.396036419403,False,0,True,5,29222.216321568714,False,0,True,10,29379.593210598967,False,0,True,7,29478.932631665288,False,0,True,10,29461.283630694656,False,0,True,9,0,56,0,30,0,11,SELL,-1,29375.25,2020-11-26 13:00:00,BUY,652,s8
NIFTY BANK,NSE,2020-11-27 10:15:00,29576.95,True,False,2020-11-27 10:15:00,29524.75,29600.35,29521.5,29576.95,0,29545.32470081645,True,6,False,0,29521.07119943965,True,6,False,0,29442.33920222555,True,6,False,0,29404.581871683928,False,0,False,0,29400.017451605792,True,11,False,0,39,0,32,0,13,0,BUY,1,29440.15,2020-11-27 14:45:00,SELL,653,s8
NIFTY BANK,NSE,2020-12-01 09:40:00,29677.95,True,False,2020-12-01 09:40:00,29664.05,29688.35,29631.65,29677.95,0,29644.50086225324,True,5,False,0,29600.041870174828,True,13,False,0,29571.192931648464,True,9,False,0,29529.026809696406,True,12,False,0,29482.659389357705,True,19,False,0,107,0,5,0,81,0,BUY,1,29643.0,2020-12-02 10:25:00,SELL,654,s8
NIFTY BANK,NSE,2020-12-02 13:25:00,29382.45,False,True,2020-12-02 13:25:00,29366.15,29394.1,29345.55,29382.45,0,29389.523544724143,False,0,True,9,29498.85850521374,False,0,True,15,29594.58840372672,False,0,True,13,29643.09685984372,False,0,False,0,29625.74859045432,False,0,True,10,0,41,0,43,0,5,SELL,-1,29623.65,2020-12-03 09:15:00,BUY,655,s8
NIFTY BANK,NSE,2020-12-03 14:15:00,29418.4,False,True,2020-12-03 14:15:00,29515.95,29544.2,29407.15,29418.4,0,29487.15776968532,False,0,True,5,29526.79963396432,False,0,True,17,29562.82471181547,False,0,True,6,29578.663433420024,False,0,True,5,29586.858524512976,False,0,True,5,0,16,0,6,0,13,SELL,-1,29590.05,2020-12-04 09:15:00,BUY,656,s8
